path_id,point_index,x,y
34,1,361.22,930.74
34,2,358.70,929.11
34,3,356.15,927.53
34,4,353.65,925.87
34,5,351.12,924.26
34,6,348.59,922.65
34,7,346.03,921.09
34,8,343.53,919.43
34,9,340.99,917.83
34,10,338.41,916.31
34,11,335.90,914.65
34,12,333.35,913.08
34,13,330.79,911.51
34,14,328.17,910.05
34,15,325.66,908.40
34,16,323.07,906.90
34,17,320.66,905.10
34,18,318.14,903.48
34,19,315.62,901.85
34,20,312.85,900.70
34,21,310.92,898.41
34,22,313.28,900.26
34,23,311.35,897.96
34,24,313.71,899.82
34,25,311.23,901.50
34,26,313.00,899.08
34,27,310.52,900.77
34,28,312.29,898.35
34,29,309.81,900.04
34,30,311.58,897.62
35,0,87.64,210.33
35,1,84.65,210.49
35,2,81.65,210.66
35,3,78.66,210.86
35,4,75.67,211.09
35,5,72.68,211.37
35,6,69.70,211.71
35,7,66.73,212.17
35,8,63.81,212.83
35,9,61.06,214.03
35,10,60.67,211.06
35,11,60.22,214.03
35,12,59.83,211.05
35,13,62.51,212.40
35,14,62.06,215.37
35,15,61.67,212.40
35,16,61.23,215.36
35,17,60.83,212.39
35,18,60.39,215.36
35,19,60.00,212.38
35,20,62.68,213.73
35,21,62.28,210.76
35,22,61.84,213.73
35,23,61.44,210.75
35,24,61.00,213.72
35,25,60.61,210.74
35,26,60.16,213.71
35,27,59.77,210.74
35,28,62.45,212.09
35,29,62.00,215.06
35,30,61.61,212.08
36,0,472.30,219.22
36,1,475.29,219.47
36,2,478.28,219.74
36,3,481.26,220.02
36,4,484.25,220.33
36,5,487.23,220.66
36,6,490.21,221.02
36,7,493.18,221.42
36,8,496.15,221.85
36,9,499.11,222.34
36,10,502.10,222.49
36,11,505.10,222.66
36,12,508.09,222.87
36,13,511.08,223.12
36,14,514.06,223.45
36,15,517.03,223.92
36,16,519.91,224.75
36,17,521.64,227.20
36,18,522.74,224.41
36,19,520.04,225.71
36,20,521.14,222.92
36,21,522.87,225.38
36,22,520.59,223.42
36,23,522.32,225.88
36,24,520.04,223.92
36,25,521.77,226.38
36,26,522.88,223.59
36,27,520.17,224.89
36,28,521.90,227.34
36,29,523.01,224.55
36,30,520.30,225.85
37,0,537.65,172.63
37,1,535.49,174.71
37,2,533.32,176.78
37,3,532.24,179.58
37,4,529.96,181.53
37,5,531.89,179.23
37,6,529.61,181.18
37,7,531.54,178.89
37,8,529.27,180.84
37,9,531.19,178.54
37,10,528.92,180.49
37,11,530.84,178.19
37,12,532.82,180.46
37,13,530.57,178.46
37,14,532.55,180.72
37,15,530.30,178.73
